Title	Content
"concerning some solutions of the boundary layer equationsin hydrodynamics ."	"concerning some solutions of the boundary layer equationsin hydrodynamics .  the boundary-layer equations fora steady two-dimensional motionare solved for any given initialvelocity distribution (distribution along anormal to the boundary wall,downstream of which the motion is to becalculated) .  this initial velocitydistribution is assumed expressibleas a polynomial in the distance fromthe wall .  three cases are considered ..first, when in the initial distributionthe velocity vanishes at the wall,but its gradient along the normaldoes not,. second, when the velocity inthe initial distribution does notvanish at the wall,. and third, when boththe velocity and its normal gradientvanish at the wall (as at a pointwhere the forward flow separatesfrom the boundary) .  the solution isfound as a power series in somefractional power of the distance alongthe wall, whose coefficients arefunctions of the distance from the wall tobe found from ordinary differentialequations .  some progress is madein the numerical calculation ofthese coefficients, especially in the firstcase .  the main object was tofind means for a step-by-step calculationof the velocity field in a boundarylayer, and it is thought that such aprocedure may possibly be successfuleven if laborious .  the samemathematical method is used to calculatethe flow behind a flat plate along astream .  the results are shown incurves in the original ."
"temperature profiles inafinite solid with moving boundary ."	"temperature profiles inafinite solid with moving boundary .a numerical solution is presented to the transient heat conductionequation for a cylinder of finite thickness with one moving boundary .the implicit method of solution is developed with conductivity as anarbitrary function of temperature . application is made to a sample case of re-entry heating encountered by aerodynamic bodies, with erosion bysublimation and combustion occurring at the body surface ."
"correlation of base pressure and wake structure ofsharp and blunt-nose cones with reynolds number basedon boundary layer momentum thickness ."	"correlation of base pressure and wake structure ofsharp and blunt-nose cones with reynolds number basedon boundary layer momentum thickness .it has been established in the past that there is a certainrelationship between base pressure and boundary-layerbehavior .  the base-pressure and wake-flow conditions werefound to be dependent upon the local flow characteristics at thesurface of supersonic vehicles directly upstream of the base or ofthe region of wake-flow separation .  in order to use existing data on cones and other shapes topredict wake angle and base pressure on blunt bodies, an attempt wasmade recently at the naval ordnance laboratory to establisha unique relationship between given local flow conditions at thedownstream end of sharp and blunt cones at supersonic speedsand the corresponding wake-flow conditions with zero heattransfer ."
"a method of computing the transient temperature of thick walls fromarbitrary variation of adiabatic-wall temperature and heat-transfercoefficient ."	"a method of computing the transient temperature of thick walls fromarbitrary variation of adiabatic-wall temperature and heat-transfercoefficient .a method of calculating the temperature of thick walls has beendeveloped in which are used relatively new concepts, such as the timeseries and the response to a unit triangle variation of surfacetemperature, together with essentially standard formulas for transienttemperature and heat flow into thick walls . the method can be usedwithout knowledge of the mathematical tools of its development . themethod is particularly suitable for determining the wall temperature inone-dimensional thermal problems in aeronautics where there is acontinuous variation of the heat-transfer coefficient and adiabatic-walltemperature . the method also offers a convenient means for solving theinverse problem of determining the heat-flow history when temperaturehistory is known .a series of diversified problems were solved by exact analysis as wellas by the new method . a comparison of the results shows the newmethod to be accurate . the labor involved is very modest inconsideration of the nature of the thick-wall temperature problem .limiting solutions for the /infinitely thick/ wall and for walls sothin that thermal lag can be neglected were also obtained ."
"solutions to the heat-conduction equation with time dependent boundaryconditions ."	"solutions to the heat-conduction equation with time dependent boundaryconditions .design charts based on the analytical solution to the problem ofone-dimensional heat flow in a solid body of constant material propertieswith time-dependent boundary conditions were presented by kaye andyeh . this solution dealt with aerodynamic heating at hypersonic speedswhere the surface coefficient of heat transfer and the temperaturepotential were taken to be linear functions of time of flight . in order to make these charts of more general application, general solutions are presented which, together with the charts, enable rapid and reasonableestimates to be made of the transient temperature distributions in manypractical cases ."
"the temperature history in a thick skin subjected to laminar heatingduring entry into the atmosphere ."	"the temperature history in a thick skin subjected to laminar heatingduring entry into the atmosphere .during high speed entry into the earth's atmosphere, a vehicle can beafforded thermal protection for the short period of entry heating by athick outer skin, sometimes called a /heat sink/ . the temperaturedistribution in such a heat sink has been found by integrating theproduct of the laminar aerodynamic heating rate and the appropriategreen's function for a finite-thickness wall over the generalizedtrajectory for a vehicle entering the earth's atmosphere at high speedsdimensional heat conduction problem for laminar heating . the maximumsurface temperature that occurs during the generalized entry trajectoryfor any combination of wall thickness and thermal properties is obtainedfrom which the performance of any material can be found, provided thatthe average thermal properties may be used . as an example of the use of the solution, the performance of copper, graphite, molybdenum andtungsten are compared ."
"addendum to 'heat transfer to satellite vehicles re-entering theatmosphere ."	"addendum to 'heat transfer to satellite vehicles re-entering theatmosphere .the original paper gave a correlation formula for stagnation point heattransfer rate to a blunt body of revolution in hypersonic flow . thisnote gives a somewhat refined version, based on further calculation andshock tube data . its effect on the conclusions of the original paper is negligible except at surface temperature parameters of over 5000r-ft1/8 . in other problems, where heat transfer rate itself isimportant, it can make a significant defference ."
"method of analysis for compressible flow through mixed-flow centrifugalimpellers of arbitrary design ."	"method of analysis for compressible flow through mixed-flow centrifugalimpellers of arbitrary design .a method is presented for analysis of the compressible flow between thehub and the shroud of mixed-flow impellers of arbitrary design . axialsymmetry was assumed, but the forces in the meridional /hub to shroud/plane, which are derived from tangential pressure gradients, were takeninto account .the method was applied to an experimental mixed-flow impeller . theanalysis of the flow in the meridional plane of the impeller showed that the rotational forces, the blade curvature, and the hub-shroud profilecan introduce severe velocity gradients along the hub and the shroudsurfaces . choked flow at the impeller inlet as determined by theanalysis was verified by experimental results ."
"a rapid approximate method for the design of hub shroud profiles ofcentrifugal impellers of given blade shape ."	"a rapid approximate method for the design of hub shroud profiles ofcentrifugal impellers of given blade shape .a rapid approximate method for the design of centrifugal compressors ofgiven blade shape with compressible nonviscous flow characteristics hasbeen developed using techniques based upon stream-filament theory .axial symmetry is assumed, but meridional-plane forces derived fromtangential pressure gradients are included .the method was applied to the design of an impeller in order todetermine the approximate maximum meridional streamline spacing thatcould be used . three numerical solutions for different streamlinespacings were made using the same hub profile, blade shape, andprescribed velocity distribution along the hub . the shroud profilesobtained from the three solutions, which utilized 3, 5, and 9stream-tubes, were negligibly different . the approximate computing timerequired was 15 hours per streamtube ."
"design and test of mixed-flow impellers, viii - comparison ofexperimental results for three impellers with shroud redesigned by rapidapproximate method ."	"design and test of mixed-flow impellers, viii - comparison ofexperimental results for three impellers with shroud redesigned by rapidapproximate method .three centrifugal impellers with parabolic, circular, andskewed-parabolic blading were modified by a recently developed design procedure to reduce the velocity gradients along the hub from inlet to outlet .all original dimensions except the shroud contours were retained .experimental investigation showed that the modified impellers had betterperformance characteristics than the original impellers at all speedsinvestigated, the greatest gains occurring at speeds of 1300 feet persecond and higher . these large gains probably resulted primarily frommore favorable velocity gradients and from designing these impellersfurther away from the condition necessary for eddy formation . themodified impellers were thus able to operate over a wider range ofweight flows at high speeds .the modified impellers were investigated over a range of equivalentspeeds of 900 to 1500 feet per second and flow rates from maximum to the point of incipient surge . at 1300 feet per second, the peak pressureratio and maximum adiabatic temperature-rise efficiency for theparabolic-bladed impeller were 3.07 and 0.825, respectively . for the sameconditions, the circular-bladed impeller and the skewed-parabolic-bladed impeller had pressure ratios of 3.13 and 3.15 and efficiencies of 0.737 and 0.805, respectively . of the three, the parabolic-bladed impellerhad the highest maximum efficiencies /0.854 to 0.800/ and the bestweight-flow range over the speed range tested . on the basis of theparameters investigated, it appears that parabolic blading is superiorto circular blading . the experimental results indicate that the designmethod of naca tn 3399 is a reliable method for use in designingcentrifugal impellers ."
"a general theory of three dimensional flow in subsonic and supersonicturbo-machines of axial-radial-and mixed-flow types ."	"a general theory of three dimensional flow in subsonic and supersonicturbo-machines of axial-radial-and mixed-flow types .a general theory of steady three-dimensional flow of a nonviscous fluidin subsonic and supersonic turbomachines having arbitrary hub and casing shapes and a finite number of blades is presented . the solution of the three-dimensional direct and inverse problem is obtained byinvestigating an appropriate combination of flows on relative stream surfaceswhose intersections with a z-plane either upstream of or somewhereinside the blade row form a circular arc or a radial line . the equationsobtained to describe the fluid flow on these stream surfaces showclearly the several approximations involved in ordinary two-dimensionaltreatments . they also lead to a solution of the three-dimensionalproblem in a mathematically two-dimensional manner through iteration .the equation of continuity is combined with the equation of motion ineither the tangential or the radial direction through the use of astream function defined on the surface, and the resulting equation ischosen as the principal equation for such flows . the character of thisequation depends on the relative magnitude of the local velocity ofsound and a certain combination of velocity components of the fluid . ageneral method to solve this equation by both hand and high-speeddigital machine computations when the equation is elliptic or hyperbolic is described . the theory is applicable to both irrotational androtational absolute flow at the inlet of the blade row and at both designand off-design operations ."
"nonviscous flow through a pump impeller on a blade-to-blade surface ofrevolution ."	"nonviscous flow through a pump impeller on a blade-to-blade surface ofrevolution .the nonviscous incompressible flow through a typical pump impeller isanalyzed on a blade-to-blade surface of revolution . solutions areobtained for a variety of inlet conditions including several with prewhirl of the assumed location of the rear stagnation point . comparison ofresults from two approximate methods of analysis showed good agreementfor the zero-angle-of-attack case and reliable indication of theexistence of an eddy on the driving face at a large positive angle ofattack ."
"incompressible nonviscous blade-to-blade flow through a pump rotor withsplitter vanes ."	"incompressible nonviscous blade-to-blade flow through a pump rotor withsplitter vanes .the nonviscous flow through a mixed-flow pump impeller having onesplitter vane between adjacent main blades has been analyzed on ablade-to-blade surface of revolution using a previously reportedanalysis method . solutions were obtained for a variety of flowconditions including several cases in which whirl is imparted to theflow upstream of the impeller .the velocity distributions on the main-blade surfaces and on thesplitter-vane surfaces in the region of the splitter vane were stronglydependent on the assumed location of the rear stagnation points .solutions were obtained by assuming values of slip factor and of division of flow around the splitter in addition to assuming the location of therear stagnation points . these solutions indicated that the velocitydistributions in the splitter-vane region are largely determined by thedivision of flow around the splitter vane and that only the region inthe immediate vicinity of the trailing edge is affected by the slipfactor .blade surface velocities were obtained from two approximate methods byspecifying flow division and slip factor, and these results are compared with the more exact solutions of the analysis ."
"a rapid approximate method for determining velocity distribution onimpeller blades of centrifugal compressors ."	"a rapid approximate method for determining velocity distribution onimpeller blades of centrifugal compressors .a rapid approximate method of analysis was developed for bothcompressible and incompressible, nonviscous flow through radial- ormixed-flow centrifugal compressors with arbitrary hub and shroud contours andwith arbitrary blade shape . the method of analysis is used to determine approximately the velocities everywhere along the blade surfaces, butno information concerning the variation in velocity across the passagebetween blades is given .in eight numerical examples for two-dimensional flow, covering a fairlywide range of flow rate, impeller-tip speed, number of blades, and blade curvature, the velocity distribution along the blade surfaces wasobtained by the approximate method of analysis and compared with thevelocities obtained by relaxation methods . in all cases the agreementbetween the approximate solutions and the relaxation solutions wassatisfactory except at the impeller tip where the velocities obtained by the approximate method did not, in general, become equal on bothsurfaces of the blade as required by the joukowski condition ."
"wing-flow study of pressure drag reduction at transonic speed byprojecting a jet of air from the nose of a prolate spheroid of finenessratio 6 ."	"wing-flow study of pressure drag reduction at transonic speed byprojecting a jet of air from the nose of a prolate spheroid of finenessratio 6 .a study was made at transonic speeds by the naca wing-flow method of the pressure-drag reduction obtained by projecting a high-energy jet of air from the nose of a prolate spheroid . supplementary information wasobtained by taking shadowgraphs of the model mounted in a smallsupersonic tunnel at a constant mach number of 1.5 .the high-velocity jet was observed to alter the pressure distributionover the body in such a way that the pressure drag of the body wasreduced,. thus, in a restricted sense, the nose jet produced a thrust on the body . under the conditions investigated, the thrust produced bythe nose jet was never so large as that which would be expected from aconventional rearward jet . for example, under the best conditionstested /mach number of 1.07/ the reduction in body pressure drag causedby the nose jet more than compensated for the negative thrust of the jet itself . however, the magnitude of the net reduction in drag /change in body pressure drag with jet on and jet off minus the adverse thrust ofthe jet/ was only about one-half of the thrust which would be producedby the same jet exhausting rearward . the appearance of such anunexpectedly large effect in the first trial indicated the phenomenon to beworth further study ."
"the effects of a small jet of air exhausting from the nose of a bodyof revolution in supersonic flow ."	"the effects of a small jet of air exhausting from the nose of a bodyof revolution in supersonic flow .an investigation has been made at a mach number of 1.62 to determinethe effects of a small jet of air exhausting from the nose of anelliptical body of revolution upon boundary-layer transition and theviscous, pressure, and total drag of the forebody at three body stationsbody nose were also obtained . the tests were conducted at reynoldsnumbers of 2.13 x 10 and 7.66 x 10, based on body length . the maximumrange of thrust coefficients for the small jet was from 0 to aboutat the lower test reynolds number, for which the boundary layer waslaminar over the entire body in the jet-off condition, a very small flow from the jet moved the point of transition forward to the vicinity ofthe 20-percent-body station . as the jet flow was increased, thetransition point moved abruptly to the nose at a thrust coefficient of aboutgardless of the type of boundary layer . at the higher test reynoldsnumber for which the boundary layer was largely turbulent in the jet-off condition the total drag, including skin friction, was reduced somewhat by the action of the jet .although the forward-exhausting small jet was found to have the abovefavorable effects upon the drag, these findings are not believed tooimportant since the question arises as to the benefits of the same small jet exhausting from the rear of the body in the conventional manner .no attempt was made to establish geometric optimums in the presentinvestigation, yet, from a general consideration of the benefitsindicated by the present results and the phenomena known to occur in thevicinity of rearward-exhausting jets, the benefits of a small jetexhausting rearward would appear to exceed those of the same small jetexhausting forward, particularly so when the flow over the body islaminar in the jet-off condition ."
" the extent of the jet interference flow fields .jet effects on cylindrical afterbodies housing sonic and supersonicnozzles which exhaust against a supersonic stream at angles of attackfrom 90degree to 180degree ."	" the extent of the jet interference flow fields .jet effects on cylindrical afterbodies housing sonic and supersonicnozzles which exhaust against a supersonic stream at angles of attackfrom 90degree to 180degree .     an investigation has been made to determine jet effects oncylindrical afterbodies housing sonic and supersonic nozzles which exhaustagainst a supersonic stream at angles of attack from 90 to 180 . thetests were conducted at a free-stream mach number of 2.91 and atfree-stream reynolds numbers, based on body diameter, of 0.15x106 andstream static pressure investigated was from jet off to about 400 .    the data presented herein showed that, in general, variation of theratio of jet total pressure to free-stream static pressure, jet-exitmach number, and ratio of jet-exit diameter to body diameter had largeinfluences on the body pressures on the windward halves of theafter-bodies and negligible influences on the leeward pressures . there was anegligible effect of reynolds number on the body pressures . the ratioof jet total pressure to free-stream static pressure also had a largeinfluence on the base pressures at all angles of attack . schlierenstudies showed details of the shock-wave structure caused by the jetand the extent of the jet interference flow fields ."
"investigation of a retrocket exhausting from the nose of a blunt bodyinto a supersonic free stream ."	"investigation of a retrocket exhausting from the nose of a blunt bodyinto a supersonic free stream .the pressure distribution and pressure drag of a blunt body with asupersonic jet issuing upstream from its center were determined atfree-stream mach numbers of 1.60, 2.00, and 2.85 . the thrust of the jet issuing from the model nose was varied to study its effects on flowaround the model and to determine variation of pressure distribution and pressure drag of the model with the thrust .at all mach numbers investigated, the pressure drag decreased withincreasing retrorocket thrust until a minimum value was reached .further increases in retrorocket thrust resulted in increases in thepressure drag . the resultant drag /pressure drag plus retrorocketthrust but excluding base and skin-friction drag/ of the model wasreduced by retrorocket operation below the drag for a jet-off condition, except at very low retrorocket thrust coefficients . the flow about the nose of the blunt body was very unstable throughout the range of machnumbers and retrorocket thrust coefficients investigated ."
""	""
"extension of boundary layer separation criteria toa m=6 .5 utilizing flat plates with forward-facingsteps ."	"extension of boundary layer separation criteria toa m=6 .5 utilizing flat plates with forward-facingsteps .  an experimental investigation hasbeen made of the separationphenomena on a flat plate to whichforward-facing steps were attached toforce separation .  both laminar andturbulent flows were investigatedover a mach number range of approximatelydistributions, shadowgraph and chemicalfilm techniques, the pressurerise at separation, the laminar plateaupressure, and the turbulentpeak pressure were determined .boundary-layer surveys were made on asmooth flat plate and on a flat plate withroughness to forcetransition .  examinations of the separated flowshowed that the predominantvariable in the determination of the pressuredistribution was thelocation of transition relative to the separationpoint and reattachment .pure laminar, transitional, and turbulenttypes of separation were foundin this mach number range .  the peakstatic-pressure-rise ratios foridentical forward-facing steps at a machnumber of 6.25 wereapproximately 1.5 and 5.0, respectively, for purelaminar and turbulentseparation .  the effect of reynolds number on thepeak pressure rise forturbulent separation for the lower mach numberrange was found to be veryminor provided the step height was of theorder of the boundary-layerthickness .  as the mach number is increased,the peak pressurecoefficient for turbulent separation decreasedfrom approximately 0.18at a mach number of 4 to about 0.13 at a machnumber of 6.25 .  thepressure coefficient at the separation point forlaminar separation decreasesfrom approximately 0.014 at a mach number ofvalue at a mach number of 6.5 .  the resultsobtained with forward-facingsteps agree with the trends predicted, basedupon lower mach numberstudies ."
"experimental and theoretical studies of axisymmetric free jets ."	"experimental and theoretical studies of axisymmetric free jets .some experimental and theoretical studies have been made of axisymmetric free jets exhausting from sonic and supersonic nozzles into still airand into supersonic streams with a view toward problems associated withpropulsive jets and the investigation of these problems .for jets exhausting into still air, consideration is given to theeffects of jet mach number, nozzle divergence angle, and jetstatic-pressure ratio upon jet structure, jet wavelength, and the shape andcurvature of the jet boundary . studies of the effects of the ratio ofspecific heats of the jets are included as are observations pertainingto jet noise and jet simulation .for jets exhausting into supersonic streams, an attempt has been made to present primarily theoretical curves of the type that may be useful inevaluating certain jet interference effects and in formulatingexperimental studies . the primary variables considered are jet mach number,free-stream mach number, jet static-pressure ratio, ratio of specificheats of the jet, nozzle exit angle, and boattail angle . the simulation problem and the case of a hypothetical hypersonic vehicle are examined"
"equations, tables and charts for compressible flow ."	"equations, tables and charts for compressible flow .  this report, which is a revision and extension of naca tnuseful in the analysis of high-speed flow of a compressible fluid .the equations provide relations for continuous one-dimensionalflow, normal and oblique shock waves, and prandtl-meyerexpansions for both perfect and imperfect gases .  the tablespresent useful dimensionless ratios for continuous one-dimensional flow and for normal shock waves as functions of machnumber for air considered as a perfect gas .  one series of chartspresents the characteristics of the flow of air (considered a perfectgas) for oblique shock waves and for cones in a supersonic airstream .  a second series shows the effects of caloricimperfections on continuous one-dimensional flow and on the flowthrough normal and oblique shock waves ."
"static aerodynamic characteristics of short blunt coneswith various nose and base cone angles at mach numbersof 0. 6 to 5. 5 and angles of attack to 180 ."	"static aerodynamic characteristics of short blunt coneswith various nose and base cone angles at mach numbersof 0. 6 to 5. 5 and angles of attack to 180 .  wind-tunnel tests have been performedat mach numbers from 0.6 to 5.5to determine coefficients of normal force,axial force, and pitchingmoment for short blunt cones, as affectedby changes in nose and basecone angles .  models with nose half-anglesof 10 and 20 were investigated .the 10 nose half-angle models were testedwith a flat base and with basecones of 50 and 70 half-angle .  the 20nose half-angle model had a 50half-angle base cone .  reynolds numbersfor the test ranged from aboutmaximum diameter .  variations in the base cone angleresulted in significant changes inthe aerodynamic characteristics, withlesser effects resulting from changesin nose cone angle .  in particular,the model with the 50 half-angleconical base had only one trim angleflat base and 70 half-angle conicalbase had two trim angles (a = 0 anda = 180) .  estimated variations ofthe aerodynamic characteristics withangle of attack by means of a modifiednewtonian theory were in goodagreement with the experimental results .the theory, however, failed topredict the trim point at a = 180 forthe flat-based model ."
"free-flight measurements of the static and dynamicstability and drag of a 10 blunted cone at mach numbers3 .5 and 8 .5 ."	"free-flight measurements of the static and dynamicstability and drag of a 10 blunted cone at mach numbers3. 5 and 8 .5 .tests were made of a short blunt-nosedwithout a 50 half-angle conical afterbodyin a pressurized ballisticrange at nominal mach numbers of 3.5 andof 90,000 and 220,000, respectively .  itwas found that the models werestatically stable about the center-of-gravity location tested butexhibited neutral dynamic stability for flightat constant altitude .  thestatic stability was not affected by thebut was nonlinear with angle of attackand varied with mach number .  thenonlinear variation of the pitching momentwith angle of attack wasaccurately approximated by a cubic polynomial .the static stability was onlyqualitatively predicted by modified newtoniantheory .  the dragcharacteristics were in good agreement with valuescalculated by use of modifiednewtonian theory .  calculations of the oscillatorybehavior of the configurations flyingan example entry trajectory throughthe martian atmosphere indicated theconfigurations to be dynamicallysatisfactory .  pitching motions shouldconverge to a small fraction of theamplitude at entry, provided theinitial angle of attack and pitchrate are not large enough to causetumbling ."
"wind tunnel investigation of the static and dynamic stabilitycharacteristics of a 10degree semivertex angle blunted cone ."	"wind tunnel investigation of the static and dynamic stabilitycharacteristics of a 10degree semivertex angle blunted cone .the static and dynamic stability characteristics of a blunted 10degreesemivertex angle cone were studied . the cone which had a modifiedspherical segment nose was tested with a flat base and with a truncatedconical base .all tests were performed in air at mach numbers from 0.65 to 2.20 withthe angle-of-attack range from -4degree to +18degree . presented aremeasurements of the normal force, axial force, base pressure, andpitching moment from the static tests, and the damping-in-pitch momentfrom the dynamic tests .both models had satisfactory stability characteristics throughout thetest mach number range but the addition of the conical afterbody had alarge destabilizing effect ."
"preliminary investigations of spiked bodies at hypersonic speeds ."	"preliminary investigations of spiked bodies at hypersonic speeds .generally accepted solutions for the problems of hypersonic flightappear, at the moment, to be centered around the use of blunt bodies tominimize the heat-transfer rates . there are, however, several othersolutions to the problem, and, as part of an exploratory study of thesesolutions, a detailed examination has been made of the flow over bluntbodies equipped with a spike . these tests, carried out at a mach number of about 14 in the princeton helium hypersonic tunnel, haveinvestigated the effect of varying spike lengths for flat-faced andhemispherically-nosed axially symmetric bodies . detailed pressure distributionshave been obtained as well as heat-transfer rates .these exploratory studies have shown that the use of a spike protrudingfrom a hemispherical-nosed cylinder at m 14 decreased the pressurelevel by an order of magnitude and the heat transfer to a fraction ofthat measured on a hemisphere without a spike . the general techniqueappears to hold considerable promise for hypersonic flight ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  the real-gas hypersonic flow parameters for helium have beencalculated for stagnation temperatures from 0 f to 600 f and stagnationpressures up to 6,000 pounds per square inch absolute .  the results ofthese calculations are presented in the form of simple correctionfactors which must be applied to the tabulated ideal-gas parameters .  ithas been shown that the deviations from the ideal-gas law which existat high pressures may cause a corresponding significant error in thehypersonic flow parameters when calculated as an ideal gas .  forexample, the ratio of the free-stream static to stagnation pressure ascalculated from the thermodynamic properties of helium for a stagnationtemperature of 80 f and pressure of 4,000 pounds per square inchabsolute was found to be approximately 13 percent greater than thatdetermined from the ideal-gas tabulation with a specific heat ratio of"
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  the effects of contamination of helium by air upon static-pressure,total-pressure, heat-transfer, and temperature measurements have beeninvestigated in the 2-inch helium tunnel at the langley researchcenter .  within the scope of the tests, even a small amount of air isshown to affect these measurements .  the heat-transfer and temperaturemeasurements were made on a 26.6 half-angle cone and demonstrated theeffects of contamination qualitatively .  the wall static andcenter-line pitot pressures show that if the contaminating air is held to lessthan about 0.2 percent by volume, the error in indicated mach number isless than 1 percent as calculated from the rayleigh pitot equation .the corresponding errors in wall static and center-line pitot pressuresare about 1.7 and 0.4 percent, respectively ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  equations based on newtonian impact theory have been derived and acomputational procedure developed with the aid of several design-typecharts which enable the determination of the aerodynamic forces andmoments acting on arbitrary bodies of revolution undergoing eitherseparate or combined angle-of-attack and pitching motions .  bodies withaxially increasing and decreasing cross-sectional area distributions areconsidered,. nose shapes may be sharp, blunt, or flat faced .  theanalysis considers variations in angle of attack from -90 to 90 andallows for both positive and negative pitching rates of arbitrarymagnitude .  the results are also directly applicable to bodies ineither separate or combined sideslip and yawing maneuvers ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  the inviscid flow of a perfect gas over blunt-nosed axisymmetricand two-dimensional bodies at zero angle of attack has been calculatednumerically on an ibm 7090 computer .  the computation consisted of thefuller blunt-body solution for the subsonic and transonic regions andthe method of characteristics for the supersonic region .  the flowfields about a number of blunt bodies were studied, and the calculatedresults showed good agreement with experimental shock-wave shapes,surface-pressure distributions, and flow-field surveys ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  this report presents equations, tables, and figures for use in theanalysis of helium flow at supersonic and hypersonic speeds .  thecontents of the report and presentation of the data parallel that of asimilar reference work (naca rep. 1135) prepared for air flow .  the perfect-gas relations for continuous one-dimensional flow,normal- and oblique-shock waves, and prandtl-meyer expansions are thesame as for air but are presented here for completeness .  the tablespresent the values of useful dimensionless ratios for continuousone-dimensional flow and for normal-shock waves as functions of machnumber .  the helium viscosity relation as a function of temperature,mass-flow rates as a function of mach number and temperature, and thereynolds number as a function of mach number and stagnation temperatureare plotted .  the oblique-shock characteristics of wedges and cones inhelium at mach numbers of 12, 16, 20, and 24 are presented in a seriesof plots .  throughout all the computations, helium is considered to bea perfect gas ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  representative experimental results are presented to show thecurrent status of the panel flutter problem .  results are presented forunstiffened rectangular panels and for rectangular panels stiffened bycorrugated backing .  flutter boundaries are established for all typesof panels when considered on the basis of equivalent isotropic plates .the effects of mach number, differential pressure, and aerodynamicheating on panel flutter are discussed .  a flutter analysis oforthotropic panels is presented in the appendix ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  charts of thermodynamic properties for equilibrium air are presentedwith sufficient accuracy to permit the calculation of flow parameters inhypersonic nozzles operating at stagnation temperatures up to 4,950 rand pressures up to 1,000 atm .  flow parameters calculated from thesecharts are presented for a series of stagnation temperatures betweenuse of these parameters, it is possible to calibrate a nozzle in theconventional way .  a method is also presented from which the flowparameters for conditions other than those chosen herein may becalculated .  real-gas effects on the calculation of a hypersonic nozzlecontour are shown by an example calculation in which the nozzle contourfor mach number 12 was determined by including real-gas effects, andthis contour was compared with one calculated by ideal-gasconsiderations .  also presented are the approximate limiting machnumbers at which equilibrium air will just condense for variouscombinations of stagnation temperatures and pressures ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  air-flow properties in nozzles were calculated and charted forequilibrium flow and two types of frozen flows .  in one type of frozenflow, air was assumed to be in equilibrium from the nozzle reservoir toarbitrary points where chemical reactions and molecular vibrationsbecame frozen .  in the other type, it was assumed that molecularvibrations were in equilibrium throughout the nozzle and that chemicalreactions became frozen at arbitrary points .  the calculations weremade for a range of stagnation pressures up to 10,000 poinds per squareinch absolute and stagnation enthalpies up to 24,500 btu per pound .the flow properties charted were temperature, pressure, density,velocity, dynamic pressure, mach number, reynolds number, molecularweight fraction, and mass flow .  equilibrium flow properties throughnormal shock waves were also included ."
"free-flight measurements of the static and dynamic ."	"free-flight measurements of the static and dynamic .  charts have been prepared relating the thermodynamic properties ofair in chemical equilibrium for temperatures to 15,000 k and forpressures from 10 to 10 atmospheres .  also included are charts showingthe composition of air, the isentropic exponent, and the speed ofsound .  these charts are based on thermodynamic data calculated by thenational bureau of standards ."
"principles of creep buckling weight-strength analysisof aircraft structures ."	"principles of creep buckling weight-strength analysisof aircraft structures .  the possibility of a gradual instabilityfailure of a column undercompressive load has been recognizedfor some time .  marin presented ananalysis of creep buckling based ona theory of creep bending, but did nottake into account the average stressdue to axial loading .  the theory alsoneglected the transient (nonlinear)portion of the creep curve .  in efficient column design, theaverage stress should be relatively high incomparison with the bending stresses,.that is, the column should be as straightas possible and the slenderness ratioshould not be too great .  under theseconditions marin's theory is notdirectly applicable, although it gives goodagreement with tests of columnshaving large slenderness ratios or largeeccentricities ."
"principles of creep buckling weight-strength analysis ."	"principles of creep buckling weight-strength analysis .  published work on creep buckling has implied that failureof columns after a critical time is caused by initial imperfections .such analyses are relatively complex and ultimately leave thechoice of selecting the proper value of the initial imperfection tothe designer .  furthermore, recent test results on creep bucklingof columns have indicated that there is a random and relativelyunimportant effect of small initial imperfections on the criticaltime .  to avoid the difficulties associated with initial imperfections,a formulation of the creep buckling phenomenon in terms ofclassical stability theory is presented .  the theory permits theextension of known solutions for plastic buckling of certain thinplates and shells to creep buckling problems ."
"principles of creep buckling weight-strength analysis ."	"principles of creep buckling weight-strength analysis .a problem of creep stability of columns and platesis considered .  in an analysis use is madeof two forms of the creep theory based on the strainhardening hypothesis .  for a uniformlycompressed palte a comparison is made between theresults according to the flow theory and straintheory ."
"principles of creep buckling weight-strength analysis ."	"principles of creep buckling weight-strength analysis .  the determination of column deflections andcolumn buckling loads has been considered formany years .  the available theories, however,do not provide for materials which creep withtime under constant loads .  for the design ofstructural members made of these materials, aconsideration of creep may be of practicalimportance .  plastics, concrete, and some metalscreep at normal temperatures while othermetals creep only at high temperatures and at stressvalues beyond the yield point .  a considerationof creep in the design of some structures appearsappropriate in view of the modern developmentsin plastics and the presence of high stress valueswhich are sometimes beyond the yield stress .this paper gives a rational theory for predictingcreep deflections in columns .  a special caseusing this theory is applied to the interpretation ofsome preliminary tests of an aluminum alloy ."
